Filename,Content
22MC_seg2.txt,NaN
83JB_seg.txt,NaN
69SD_seg1.txt,"""I try to think about the trick, I try to visualize what is closest to the trick"""
85TP_seg2.txt,"""I was trying to remember how to write a Chinese character, and I couldn't remember it. Inaudible"""
04JE_seg1.txt,"""I was thinking about the trick of the game, and I was trying to see if it could be a matter of using the objects"""
71EV_seg2.txt,"""I was thinking about the documentary I watched yesterday before sleeping. I fell asleep in front of it. It was a document on ??, on Arte."""
73MT_seg3.txt,"""I was imagining a person who was having the same test as me, in the laboratory with other subjects, who have electrodes on them. These people to have all this all day. Then I heard a plane or helicopter. It made me remember a moment from my childhood"""
24MF_seg3.txt,"""Always the trick, this time I was wondering if maybe?? And so, depending on the boxes, the object would be placed according to its letter, and according to whether the image of the object is black or white. I don't really know."""
60MF_seg1.txt,"""I was thinking about my thesis, because I saw my boss earlier, and I was thinking about all the experiments I have put in place to complete the article I want to publish. I was thinking about this famous trick that I haven't found and that I would like to find"""
58JF_seg4.txt,NaN
87LI_seg3.txt,"""I thought of a video game that I play, I have some images. And I was also thinking about my girlfriend."""
19GL_seg3.txt,"""I had a dream, I was in a kindergarten, but all alone. But I remember being little."""
19GL_seg2.txt,"""I think I had a nightmare, but I don't remember it. Since then, there are only sounds that go through my head, no images."""
87LI_seg2.txt,"""I was starting to fall asleep a little, I wasn't focused."""
24MF_seg2.txt,"""Always the same thing, except that here, I wonder if the colors are not associated with the gray squares—other factors than the alphabet."""
73MT_seg2.txt,"""I was thinking of red waves, I think it has something to do with the blood vessels in the eyes. But I was thinking of waves, a landscape that was a bit relaxing. Always with background music."""
71EV_seg3.txt,"""I was thinking about my cat, wondering what she's doing, if she's playing, if she's sleeping, where she is."""
85TP_seg3.txt,"""I have more space on my computer, and as I'm going to have a lot of archive photos etc., I had to buy a hard drive. I haven't tried it yet, a usv on my computer but I tell myself that the usb ports of my computer are messing up, so I wondered if it was worth paying 130 euros on this external drive."""
22MC_seg3.txt,NaN
69SD_seg2.txt,"""I was thinking about the trick. Then I thought about what I was going to do after the session. Either I go to school, or I go home, I don't know at all."""
22MC_seg1.txt,NaN
85TP_seg1.txt,"""I wondered how ??? A huge boat, I was trying to understand... Inaudible"""
77EL_seg4.txt,"""I thought about the trick of the test, and my departure from ??"""
71EV_seg1.txt,"""I was thinking about my studies, the exams that are coming, and when I went to revise"""
04JE_seg2.txt,I was thinking about the person who was going to look after my cat while I was away next week
61AC_seg4.txt,"""I thought about going to Franprix because I was starting to get hungry. I then drifted to the sensors on my head, I wondered how it could measure the waves of my brain, and then I remembered my individual skills assessment that I did in a tutorial at university, in front of my tutorial group with the teachers."""
60MF_seg2.txt,"""I was thinking about the trip to Malta that I have been planning with my girlfriend since March, so I was thinking about everything we had to prepare to leave"""
